room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,last_modified
1570315,8129778,Entire home/apt,Centrum West,112,4.5,2,1,113,12/27/16
13545278,77947394,Entire home/apt,Centrum West,0,0,2,2,114,12/27/16
11153791,57996190,Entire home/apt,Centrum West,5,4.5,2,0,113,12/27/16
3823159,17241555,Entire home/apt,Centrum West,2,0,2,1,121,12/27/16
1043622,2321097,Entire home/apt,Centrum West,20,4.5,2,1,108,12/27/16
1523635,8129778,Entire home/apt,Centrum West,130,5,2,0,108,12/27/16
2019623,10383038,Entire home/apt,Centrum West,5,4.5,2,1,107,12/27/16
12016855,21167882,Entire home/apt,Centrum West,19,4.5,4,2,112,12/27/16
13182580,73733896,Entire home/apt,Westerpark,1,0,2,1,108,12/27/16
5179656,621658,Entire home/apt,Westerpark,28,5,2,1,113,12/27/16
13144503,38428993,Entire home/apt,Westerpark,1,0,3,1,108,12/27/16
8176930,9035087,Entire home/apt,Westerpark,4,5,2,1,118,12/27/16
1383369,7393137,Entire home/apt,Westerpark,103,4.5,3,1,107,12/27/16
12407687,2967972,Entire home/apt,Westerpark,6,5,2,1,108,12/27/16
9122649,1614419,Entire home/apt,Westerpark,24,5,2,0,110,12/27/16
1255919,6841297,Entire home/apt,Westerpark,21,4.5,2,1,108,12/27/16
3196077,976980,Entire home/apt,Westerpark,11,5,2,1,108,12/27/16
11113843,57732314,Entire home/apt,Westerpark,3,5,2,1,110,12/27/16
7390801,10773899,Entire home/apt,Westerpark,30,5,2,1,117,12/27/16
2690724,13771887,Entire home/apt,Westerpark,27,4.5,2,1,107,12/27/16
1409695,7602408,Entire home/apt,Westerpark,16,5,2,1,105,12/27/16
463694,2304235,Entire home/apt,Westerpark,20,5,2,1,107,12/27/16
11174522,58150328,Entire home/apt,Westerpark,5,4.5,3,1,105,12/27/16
12131300,11785388,Entire home/apt,Westerpark,4,5,2,2,108,12/27/16
1633317,8582334,Entire home/apt,Westerpark,1,0,4,1,107,12/27/16
2822772,14440361,Entire home/apt,Westerpark,10,5,2,1,107,12/27/16
14070161,7528908,Entire home/apt,Westerpark,9,5,2,1,113,12/27/16
1948254,10074958,Entire home/apt,Westerpark,1,0,2,1,107,12/27/16
6532008,18032355,Entire home/apt,Westerpark,1,0,2,1,108,12/27/16
11219520,1464510,Entire home/apt,Westerpark,34,4,4,1,104,12/27/16
6803922,35617784,Entire home/apt,Westerpark,7,5,2,1,124,12/27/16
14922901,12950894,Entire home/apt,Westerpark,2,0,3,1,105,12/27/16
9245626,48047515,Entire home/apt,Westerpark,7,4.5,2,1,107,12/27/16
7119679,11085752,Entire home/apt,Westerpark,7,4.5,2,1,119,12/27/16
13327626,21095754,Entire home/apt,Westerpark,1,0,2,1,118,12/27/16
7752337,6657846,Entire home/apt,Westerpark,16,5,4,2,118,12/27/16
8650253,333463,Entire home/apt,Westerpark,25,4.5,4,2,108,12/27/16
1645326,8731611,Entire home/apt,Centrum West,48,4.5,2,1,108,12/27/16
1068301,5873923,Entire home/apt,Centrum West,18,4.5,2,1,113,12/27/16
9363210,6440713,Entire home/apt,Centrum West,3,5,2,1,108,12/27/16
1606715,8559082,Entire home/apt,Centrum West,3,4,4,2,108,12/27/16
5419045,19112345,Entire home/apt,Westerpark,1,0,3,2,107,12/27/16
50518,231806,Entire home/apt,Westerpark,50,4.5,2,1,118,12/27/16
14324526,4645670,Entire home/apt,Westerpark,7,4.5,3,1,113,12/27/16
5781996,4865219,Entire home/apt,Centrum West,24,4.5,2,1,118,12/27/16
16386322,18545530,Entire home/apt,Centrum West,0,0,2,1,118,12/27/16
13951438,55636772,Entire home/apt,Westerpark,2,0,3,1,108,12/27/16
1040669,2352384,Entire home/apt,Westerpark,5,4.5,4,2,113,12/27/16
6300891,8673116,Entire home/apt,Westerpark,7,4.5,3,1,105,12/27/16
2343023,6999042,Entire home/apt,De Baarsjes / Oud West,3,4.5,4,1,108,12/27/16
14463920,6796128,Entire home/apt,Westerpark,3,4.5,4,2,105,12/27/16
8331838,2068010,Entire home/apt,Centrum West,10,5,2,1,118,12/27/16
356424,1803801,Entire home/apt,Westerpark,16,5,3,1,108,12/27/16
1972990,10187307,Entire home/apt,Westerpark,18,5,2,1,110,12/27/16
7056086,36709221,Entire home/apt,Centrum West,9,4,2,1,107,12/27/16
3525634,3264738,Entire home/apt,Westerpark,43,4.5,3,1,121,12/27/16
11831018,1581957,Entire home/apt,Centrum West,3,4.5,3,1,124,12/27/16
14896856,11098712,Entire home/apt,Westerpark,0,0,2,1,111,12/27/16
1492620,7682644,Entire home/apt,Westerpark,34,5,2,1,113,12/27/16
3159652,10357130,Entire home/apt,Centrum West,7,5,2,1,116,12/27/16
11447837,60029903,Entire home/apt,Centrum West,3,4.5,2,1,112,12/27/16
305809,1573009,Entire home/apt,Westerpark,86,5,4,1,118,12/27/16
12017557,21167882,Entire home/apt,Centrum West,16,4.5,4,2,112,12/27/16
12413178,6798366,Entire home/apt,Centrum West,6,4.5,2,1,118,12/27/16
10822755,56028360,Entire home/apt,Westerpark,26,5,2,1,118,12/27/16
6610632,5417356,Entire home/apt,Westerpark,13,5,2,1,111,12/27/16
9041901,44841330,Entire home/apt,Westerpark,0,0,2,1,108,12/27/16
316447,1625429,Entire home/apt,Centrum West,13,5,2,1,105,12/27/16
550783,2707013,Entire home/apt,De Baarsjes / Oud West,23,5,2,1,118,12/27/16
15292863,49754562,Entire home/apt,Westerpark,2,0,2,1,108,12/27/16
3549875,16993338,Entire home/apt,Westerpark,41,5,2,1,117,12/27/16
16504708,5782636,Entire home/apt,Westerpark,0,0,2,1,118,12/27/16
12741926,10673367,Entire home/apt,Westerpark,4,4.5,2,1,108,12/27/16
9075972,47334123,Entire home/apt,Westerpark,13,5,2,1,108,12/27/16
9814792,49193516,Entire home/apt,Westerpark,1,0,2,1,108,12/27/16
8111159,7734552,Entire home/apt,Westerpark,33,5,2,1,105,12/27/16
6656840,7211918,Entire home/apt,Centrum West,22,5,2,1,118,12/27/16
6096686,6085346,Entire home/apt,Westerpark,1,0,2,1,117,12/27/16
7214096,9163274,Entire home/apt,Centrum West,18,4.5,4,1,117,12/27/16
6625029,10658317,Entire home/apt,Westerpark,7,5,2,1,118,12/27/16
15068256,31819186,Entire home/apt,Westerpark,9,4,4,2,107,12/27/16
13660671,599383,Entire home/apt,Westerpark,9,4.5,2,0,107,12/27/16
2009551,2028878,Entire home/apt,Centrum West,11,4,3,1,108,12/27/16
4102800,4979621,Entire home/apt,Centrum West,15,4,4,2,118,12/27/16
2490116,12955104,Entire home/apt,Westerpark,25,5,2,1,119,12/27/16
6710783,8492620,Entire home/apt,Centrum West,33,4.5,3,1,108,12/27/16
10331856,12657324,Entire home/apt,Westerpark,5,5,2,1,108,12/27/16
8808299,46148113,Entire home/apt,Centrum West,64,5,2,1,117,12/27/16
15492937,74077669,Entire home/apt,Westerpark,3,5,2,1,118,12/27/16
13852643,67729845,Entire home/apt,Centrum West,11,4.5,2,1,113,12/27/16
4265090,22140540,Entire home/apt,Westerpark,20,4.5,2,1,108,12/27/16
5234551,1128421,Entire home/apt,Centrum West,3,4.5,2,1,108,12/27/16
13176983,47480994,Entire home/apt,Centrum West,22,4.5,2,1,108,12/27/16
9121912,47527262,Entire home/apt,Westerpark,18,5,3,2,118,12/27/16
9027461,4631902,Entire home/apt,Westerpark,7,5,2,1,107,12/27/16
13967764,66822,Entire home/apt,Centrum West,1,0,2,1,108,12/27/16
14387094,74401533,Entire home/apt,Centrum West,0,0,7,1,115,12/27/16
568446,2797260,Entire home/apt,Centrum Oost,70,5,2,1,118,12/27/16
13455937,51222075,Entire home/apt,Centrum West,4,5,4,1,108,12/27/16
10278207,52859571,Entire home/apt,Centrum West,52,5,4,1,121,12/27/16
14048248,10549438,Entire home/apt,Centrum West,6,5,2,2,108,12/27/16
6683124,32344507,Entire home/apt,Centrum West,72,5,3,1,119,12/27/16
11073534,7349969,Entire home/apt,Centrum Oost,0,0,4,1,108,12/27/16
10586206,51222075,Entire home/apt,Centrum West,28,4,2,0,108,12/27/16
15745427,101760236,Entire home/apt,Centrum Oost,0,0,5,0,117,12/27/16
2708012,12695972,Entire home/apt,Centrum Oost,14,5,2,1,107,12/27/16
13704574,32344507,Entire home/apt,Centrum West,25,5,3,0,124,12/27/16
2851994,8081875,Entire home/apt,Centrum West,11,4.5,2,1,115,12/27/16
3423633,6941182,Entire home/apt,Centrum West,0,0,2,1,113,12/27/16
10424174,14874061,Entire home/apt,Centrum West,39,4,3,1,117,12/27/16
1302947,6943945,Entire home/apt,Centrum West,5,4,2,1,105,12/27/16
1590879,8487114,Entire home/apt,Oud Noord,2,0,4,2,124,12/27/16
829720,4141098,Entire home/apt,Centrum Oost,28,4.5,2,1,105,12/27/16
14242910,86654929,Entire home/apt,Centrum West,23,4.5,4,2,107,12/27/16
7700824,5430834,Entire home/apt,Centrum West,6,4.5,2,1,118,12/27/16
1317445,7156203,Entire home/apt,Westerpark,0,0,2,1,105,12/27/16
3209,3806,Entire home/apt,Westerpark,20,4.5,4,2,105,12/27/16
6558726,17648145,Entire home/apt,Westerpark,6,5,2,1,118,12/27/16
8093694,27980215,Entire home/apt,Westerpark,4,4.5,5,2,107,12/27/16
6702296,2043685,Entire home/apt,Westerpark,7,5,2,1,118,12/27/16
8022135,15192699,Entire home/apt,Westerpark,8,5,2,1,107,12/27/16
14567450,56476223,Entire home/apt,Westerpark,3,5,2,1,108,12/27/16
2205757,11253767,Entire home/apt,Westerpark,12,4.5,2,1,117,12/27/16
16209994,7594884,Entire home/apt,Westerpark,0,0,2,1,107,12/27/16
13719246,80183554,Entire home/apt,Westerpark,4,5,2,1,117,12/27/16
10030015,6611122,Entire home/apt,Westerpark,5,4.5,2,1,107,12/27/16
2093483,5796250,Entire home/apt,Centrum West,53,5,2,1,113,12/27/16
13288769,26156206,Entire home/apt,Westerpark,1,0,3,2,107,12/27/16
13017363,7528156,Entire home/apt,Westerpark,6,5,2,1,124,12/27/16
13405198,5248307,Entire home/apt,Westerpark,2,0,2,1,105,12/27/16
13381387,24359887,Entire home/apt,Westerpark,5,4.5,2,1,108,12/27/16
16363349,2717366,Entire home/apt,Westerpark,0,0,2,1,113,12/27/16
15970600,88959838,Entire home/apt,Westerpark,11,4,4,1,108,12/27/16
2688714,10039206,Entire home/apt,De Baarsjes / Oud West,23,4.5,4,1,107,12/27/16
1826442,9557169,Entire home/apt,De Baarsjes / Oud West,9,4.5,2,1,108,12/27/16
10776378,8989566,Entire home/apt,Westerpark,2,0,3,1,108,12/27/16
14564418,90209985,Entire home/apt,De Baarsjes / Oud West,11,4,3,1,107,12/27/16
13168655,56626339,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,116,12/27/16
8756733,11063600,Entire home/apt,Centrum West,10,5,4,1,118,12/27/16
13123607,38657245,Entire home/apt,De Baarsjes / Oud West,22,4.5,2,0,104,12/27/16
15555910,42255602,Entire home/apt,De Baarsjes / Oud West,8,5,2,1,107,12/27/16
14508024,89631746,Entire home/apt,De Baarsjes / Oud West,20,5,4,2,124,12/27/16
51667,237840,Entire home/apt,De Baarsjes / Oud West,87,5,2,1,118,12/27/16
14794081,14874061,Entire home/apt,De Baarsjes / Oud West,3,4.5,4,1,118,12/27/16
5736200,29746250,Entire home/apt,De Baarsjes / Oud West,61,4.5,3,0,108,12/27/16
13692878,25292240,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,107,12/27/16
16486446,16347904,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,108,12/27/16
5691475,302498,Entire home/apt,De Baarsjes / Oud West,26,5,2,1,107,12/27/16
12354603,6999042,Entire home/apt,De Baarsjes / Oud West,16,4,4,2,118,12/27/16
5864060,3989657,Entire home/apt,Centrum Oost,103,4.5,4,1,105,12/27/16
7322762,17218140,Entire home/apt,Centrum West,23,4.5,2,0,121,12/27/16
14518348,20874828,Entire home/apt,De Baarsjes / Oud West,11,5,2,1,107,12/27/16
4980901,9734134,Entire home/apt,De Baarsjes / Oud West,6,5,2,1,108,12/27/16
3817247,14687463,Entire home/apt,Centrum Oost,24,4.5,2,1,118,12/27/16
3145732,15553619,Entire home/apt,Centrum Oost,31,4.5,2,1,108,12/27/16
3724680,3500005,Entire home/apt,Centrum Oost,2,0,2,0,108,12/27/16
9963306,2109220,Entire home/apt,Centrum Oost,9,5,2,0,122,12/27/16
4065764,7307130,Entire home/apt,Centrum Oost,29,5,2,1,122,12/27/16
829703,3397926,Entire home/apt,Centrum Oost,25,5,2,0,124,12/27/16
8493516,31640810,Entire home/apt,Centrum Oost,2,0,2,1,105,12/27/16
11565698,27834678,Entire home/apt,Centrum Oost,1,0,2,0,105,12/27/16
12832684,34974705,Entire home/apt,Centrum Oost,1,0,2,1,108,12/27/16
6535376,26338178,Entire home/apt,Centrum Oost,15,4.5,2,1,118,12/27/16
5779346,499530,Entire home/apt,Westerpark,14,5,3,1,118,12/27/16
2763106,21178470,Entire home/apt,Centrum West,3,3.5,5,1,108,12/27/16
1064108,5796250,Entire home/apt,Centrum West,29,5,2,1,107,12/27/16
14849688,92952846,Entire home/apt,Centrum West,19,5,2,1,108,12/27/16
5087723,7702124,Entire home/apt,Centrum West,4,5,2,1,124,12/27/16
2116479,10252558,Entire home/apt,Westerpark,44,4.5,3,1,113,12/27/16
4160824,2099805,Entire home/apt,Westerpark,3,5,2,1,108,12/27/16
6521238,1677859,Entire home/apt,Westerpark,11,5,2,1,108,12/27/16
2438947,11518012,Entire home/apt,Centrum West,8,5,3,1,118,12/27/16
240932,1263981,Entire home/apt,De Baarsjes / Oud West,105,4.5,4,1,107,12/27/16
13552732,5736549,Entire home/apt,De Baarsjes / Oud West,2,0,4,2,124,12/27/16
15670868,100463190,Entire home/apt,Centrum Oost,1,0,4,2,108,12/27/16
254800,1337537,Entire home/apt,Centrum West,28,5,2,1,118,12/27/16
16068462,3780159,Entire home/apt,Centrum West,0,0,2,1,118,12/27/16
16109868,105031450,Entire home/apt,Centrum Oost,0,0,4,3,108,12/27/16
13954815,22432771,Entire home/apt,Centrum West,3,4.5,2,1,108,12/27/16
11167337,7725750,Entire home/apt,Centrum West,39,5,2,1,108,12/27/16
2428434,12412954,Entire home/apt,Centrum Oost,9,5,2,1,107,12/27/16
3642072,9146016,Entire home/apt,Oostelijk Havengebied / Indische Buurt,11,4.5,4,2,124,12/27/16
4192714,21752719,Entire home/apt,Centrum Oost,17,4.5,2,1,117,12/27/16
9874061,50810324,Entire home/apt,Westerpark,21,5,2,1,108,12/27/16
9252466,23905541,Entire home/apt,Centrum West,0,0,2,1,113,12/27/16
13920425,19431939,Entire home/apt,Centrum West,4,4.5,2,1,118,12/27/16
9390408,13086486,Entire home/apt,Westerpark,0,0,2,1,108,12/27/16
15907720,103197950,Entire home/apt,Centrum West,3,5,3,1,108,12/27/16
15880989,21124926,Entire home/apt,Westerpark,0,0,2,1,118,12/27/16
14724023,28542168,Entire home/apt,Westerpark,6,5,2,1,118,12/27/16
14704890,59965165,Entire home/apt,Westerpark,1,0,3,1,107,12/27/16
13970248,23333689,Entire home/apt,Westerpark,3,5,2,1,107,12/27/16
16048238,10549326,Entire home/apt,Westerpark,0,0,4,1,108,12/27/16
15556448,21791255,Entire home/apt,Westerpark,0,0,2,1,107,12/27/16
12820974,13947403,Entire home/apt,Westerpark,12,5,2,1,117,12/27/16
16265721,106368785,Entire home/apt,Westerpark,0,0,4,2,118,12/27/16
16118394,48703385,Entire home/apt,Centrum West,0,0,4,0,118,12/27/16
3037184,15463911,Entire home/apt,Westerpark,25,4.5,2,1,108,12/27/16
3376707,17035690,Entire home/apt,Centrum West,18,4.5,2,0,107,12/27/16
6499509,17906944,Entire home/apt,Westerpark,11,5,2,1,118,12/27/16
3942897,4979621,Entire home/apt,Westerpark,11,4.5,2,1,124,12/27/16
14646383,288514,Entire home/apt,Westerpark,11,4.5,2,1,108,12/27/16
190585,920732,Entire home/apt,Westerpark,61,5,3,1,108,12/27/16
16210500,34031908,Entire home/apt,Centrum West,0,0,2,1,108,12/27/16
14478495,89273294,Entire home/apt,Westerpark,3,4.5,3,1,107,12/27/16
2556493,13089128,Entire home/apt,Westerpark,45,5,2,1,124,12/27/16
13034350,5914515,Entire home/apt,Centrum West,0,0,2,1,108,12/27/16
9574378,32344507,Entire home/apt,Centrum West,59,5,3,1,108,12/27/16
8550764,45010627,Entire home/apt,Westerpark,6,5,2,1,107,12/27/16
9017238,1464510,Entire home/apt,Westerpark,5,4.5,2,1,117,12/27/16
8137489,6350920,Entire home/apt,Westerpark,21,4.5,2,1,108,12/27/16
14247857,4975364,Entire home/apt,Westerpark,1,0,2,1,108,12/27/16
10310392,6877516,Entire home/apt,Centrum West,73,5,3,1,124,12/27/16
9686117,3728384,Entire home/apt,Centrum West,0,0,2,1,118,12/27/16
15136343,19165678,Entire home/apt,Centrum West,2,0,2,0,108,12/27/16
652888,3266011,Entire home/apt,Westerpark,76,4.5,2,1,108,12/27/16
13230976,74277054,Entire home/apt,Centrum West,15,5,4,0,116,12/27/16
7820311,693472,Entire home/apt,Westerpark,23,5,2,1,108,12/27/16
4455922,3142340,Entire home/apt,Westerpark,27,5,2,1,105,12/27/16
7079216,11652802,Entire home/apt,Westerpark,10,4,2,1,107,12/27/16
6431180,33567018,Entire home/apt,Westerpark,16,4.5,2,1,117,12/27/16
5741450,2194347,Entire home/apt,Centrum West,47,5,2,1,108,12/27/16
13248555,32344507,Entire home/apt,Centrum West,30,5,3,1,113,12/27/16
15657785,75206611,Entire home/apt,Centrum West,0,0,2,1,118,12/27/16
3248595,7296038,Entire home/apt,Westerpark,10,5,2,1,110,12/27/16
12001181,81361,Entire home/apt,Centrum West,2,0,2,1,108,12/27/16
14817368,3409826,Entire home/apt,Westerpark,1,0,2,0,113,12/27/16
10198226,37463467,Entire home/apt,Centrum West,18,4.5,2,0,117,12/27/16
6944814,36412049,Entire home/apt,Westerpark,13,5,2,1,118,12/27/16
9892881,1266717,Entire home/apt,Westerpark,7,4.5,4,2,115,12/27/16
9058595,8116206,Entire home/apt,Centrum West,24,4.5,3,1,108,12/27/16
1839235,6999042,Entire home/apt,Centrum West,1,0,2,1,108,12/27/16
2186361,11148293,Entire home/apt,Westerpark,58,5,2,1,124,12/27/16
15609809,74190516,Entire home/apt,Westerpark,3,4.5,2,1,107,12/27/16
2581194,3728408,Entire home/apt,Centrum West,18,5,2,1,118,12/27/16
13277635,47913096,Entire home/apt,Westerpark,2,0,2,1,112,12/27/16
7223490,2563126,Entire home/apt,Centrum West,41,4,2,0,108,12/27/16
4965578,13659453,Entire home/apt,Westerpark,6,5,4,2,124,12/27/16
14052692,13613700,Entire home/apt,Westerpark,10,5,2,1,108,12/27/16
8012155,42303737,Entire home/apt,Westerpark,7,5,2,1,107,12/27/16
8175848,20500495,Entire home/apt,Westerpark,16,4.5,2,1,118,12/27/16
10741538,15573548,Entire home/apt,Westerpark,13,5,2,1,105,12/27/16
643845,3220306,Entire home/apt,Westerpark,14,4.5,2,1,107,12/27/16
230710,1205924,Entire home/apt,Centrum West,11,4.5,4,2,118,12/27/16
9501373,49241380,Entire home/apt,Centrum West,37,4.5,2,0,107,12/27/16
14493176,89106671,Entire home/apt,Centrum West,10,4.5,2,1,118,12/27/16
11157130,58018953,Entire home/apt,Westerpark,5,4.5,4,2,118,12/27/16
4001155,9661229,Entire home/apt,Centrum West,14,4.5,2,0,107,12/27/16
2174398,11091694,Entire home/apt,Westerpark,4,4.5,2,1,108,12/27/16
10536357,54332982,Entire home/apt,Westerpark,4,5,2,2,105,12/27/16
9896780,50903092,Entire home/apt,Westerpark,12,5,3,1,117,12/27/16
3546130,5733702,Entire home/apt,Westerpark,25,4.5,3,2,124,12/27/16
9750645,3110620,Entire home/apt,Westerpark,49,4.5,2,1,105,12/27/16
1155928,6334485,Entire home/apt,Westerpark,64,4.5,4,2,118,12/27/16
664794,1428095,Entire home/apt,Centrum West,117,5,2,1,124,12/27/16
11666838,61933745,Entire home/apt,Westerpark,13,4,4,0,108,12/27/16
16073950,103093723,Entire home/apt,Centrum West,0,0,2,0,107,12/27/16
8122504,6507558,Entire home/apt,Centrum West,7,5,2,1,109,12/27/16
12277899,66153314,Entire home/apt,Centrum West,0,0,2,1,108,12/27/16
7586867,39696474,Entire home/apt,Centrum West,0,0,2,0,105,12/27/16
1315392,5796250,Entire home/apt,Centrum West,32,5,2,1,108,12/27/16
13102797,72812396,Entire home/apt,Westerpark,3,4.5,2,1,107,12/27/16
9528440,11846952,Entire home/apt,Westerpark,21,5,2,1,113,12/27/16
11114975,2024114,Entire home/apt,Centrum West,48,5,2,1,107,12/27/16
10078696,7594884,Entire home/apt,Westerpark,7,4,2,1,107,12/27/16
2335596,11901891,Entire home/apt,Westerpark,21,5,2,1,107,12/27/16
6002490,23458775,Entire home/apt,Westerpark,12,5,2,1,108,12/27/16
8586673,10257071,Entire home/apt,Centrum West,2,0,3,1,107,12/27/16
8677142,373226,Entire home/apt,Centrum West,1,0,2,1,118,12/27/16
3633553,18317635,Entire home/apt,Westerpark,6,5,3,1,108,12/27/16
12817207,9292121,Entire home/apt,Centrum West,11,4.5,2,1,107,12/27/16
8563820,3744884,Entire home/apt,Westerpark,12,5,2,1,107,12/27/16
6284586,517215,Entire home/apt,Centrum West,7,4,2,0,107,12/27/16
15937684,3688901,Entire home/apt,Centrum West,0,0,3,1,108,12/27/16
1517398,8101051,Entire home/apt,Westerpark,33,4.5,4,2,108,12/27/16
14181970,85919461,Entire home/apt,Centrum West,5,5,2,1,112,12/27/16
15963303,103668804,Entire home/apt,Centrum West,0,0,3,1,124,12/27/16
16263796,65859990,Entire home/apt,Centrum West,0,0,2,1,107,12/27/16
14098989,3778027,Entire home/apt,Centrum West,21,5,2,0,108,12/27/16
13665225,40578627,Entire home/apt,Centrum West,5,5,2,1,108,12/27/16
12616679,68492591,Entire home/apt,Westerpark,11,4.5,4,1,118,12/27/16
16388616,72546470,Entire home/apt,Westerpark,0,0,2,0,118,12/27/16
10389835,246338,Entire home/apt,Westerpark,51,5,4,2,108,12/27/16
8382524,41688475,Entire home/apt,Westerpark,15,5,6,3,107,12/27/16
15924106,103323795,Entire home/apt,Centrum West,0,0,3,1,117,12/27/16
2726640,11727532,Entire home/apt,Westerpark,9,4.5,2,1,107,12/27/16
15029186,212330,Entire home/apt,Oud Noord,13,5,4,2,108,12/27/16
16436272,107771924,Entire home/apt,Westerpark,0,0,2,1,118,12/27/16
14208297,50791299,Entire home/apt,Centrum West,11,4.5,4,1,123,12/27/16
3937891,20402807,Entire home/apt,Noord West,102,4.5,4,1,107,12/27/16
11393939,59779825,Entire home/apt,Westerpark,6,5,2,2,105,12/27/16
9721501,50178899,Entire home/apt,Westerpark,6,5,2,1,108,12/27/16
13989987,71789267,Entire home/apt,Centrum West,3,5,2,1,124,12/27/16
16011164,1464510,Entire home/apt,Westpoort,1,0,2,1,107,12/27/16
8120754,42884302,Entire home/apt,Westerpark,4,5,2,1,107,12/27/16
6795287,35354864,Entire home/apt,Centrum West,1,0,2,0,115,12/27/16
6998120,13353089,Entire home/apt,Westerpark,1,0,4,2,118,12/27/16
727749,3704083,Entire home/apt,Westerpark,101,5,2,1,104,12/27/16
11333563,517215,Entire home/apt,Centrum West,5,5,3,2,118,12/27/16
8038640,42396683,Entire home/apt,Centrum West,54,4.5,3,1,118,12/27/16
1904291,8612814,Entire home/apt,Centrum West,56,5,2,0,113,12/27/16
15531290,50628284,Entire home/apt,Westerpark,1,0,2,1,118,12/27/16
883131,6269922,Entire home/apt,Centrum West,98,5,2,2,124,12/27/16
12916277,70831610,Entire home/apt,Westerpark,17,5,2,1,108,12/27/16
11899719,3097516,Entire home/apt,Westerpark,4,4.5,2,1,118,12/27/16
3845021,19818249,Entire home/apt,Oud Noord,9,5,2,1,107,12/27/16
16489398,85927858,Entire home/apt,Centrum West,0,0,4,1,118,12/27/16
15783317,102084480,Entire home/apt,Westerpark,6,5,2,1,124,12/27/16
6770887,35450540,Entire home/apt,Westerpark,41,5,2,1,118,12/27/16
16315835,89687710,Entire home/apt,Westerpark,0,0,4,1,108,12/27/16
5479452,16248237,Entire home/apt,Oostelijk Havengebied / Indische Buurt,13,4.5,2,1,107,12/27/16
6584600,34442851,Entire home/apt,Oud Noord,2,0,5,2,124,12/27/16
14915385,80474965,Entire home/apt,Noord Oost,1,0,4,3,114,12/27/16
6850043,24350341,Entire home/apt,Noord Oost,7,5,4,3,117,12/27/16
13889292,80415638,Entire home/apt,Noord Oost,2,0,4,4,107,12/27/16
12970450,71272798,Entire home/apt,Oud Noord,3,4.5,4,3,118,12/27/16
14032296,54110718,Entire home/apt,Oud Noord,2,0,5,3,118,12/27/16
2159162,8085750,Entire home/apt,Oud Oost,7,5,3,1,108,12/27/16
16173136,9313843,Entire home/apt,Oud Oost,0,0,2,1,117,12/27/16
8413298,6634269,Entire home/apt,Centrum West,12,4.5,2,1,118,12/27/16
1182656,6469558,Entire home/apt,Oud Oost,83,5,2,1,116,12/27/16
2517619,187728,Entire home/apt,Centrum Oost,60,5,2,0,105,12/27/16
12416356,2266543,Entire home/apt,Centrum Oost,1,0,3,1,108,12/27/16
1436284,7716961,Entire home/apt,De Pijp / Rivierenbuurt,65,4.5,2,1,116,12/27/16
15556986,70606529,Entire home/apt,Centrum Oost,4,4.5,2,0,108,12/27/16
4327324,4979621,Entire home/apt,De Pijp / Rivierenbuurt,19,4.5,2,1,124,12/27/16
3137587,2664169,Entire home/apt,Oud Oost,3,4.5,2,1,108,12/27/16
10580396,54583391,Entire home/apt,Centrum West,11,4.5,2,0,108,12/27/16
6139102,5006429,Entire home/apt,Oostelijk Havengebied / Indische Buurt,36,4.5,3,1,108,12/27/16
15464149,86352371,Entire home/apt,Oud Oost,8,5,4,1,118,12/27/16
15309393,5597263,Entire home/apt,Centrum West,5,5,2,1,107,12/27/16
16447382,102209064,Entire home/apt,Centrum West,0,0,2,1,124,12/27/16
13143914,73285239,Entire home/apt,Oostelijk Havengebied / Indische Buurt,10,5,2,1,124,12/27/16
997765,2719162,Entire home/apt,Westerpark,1,0,2,1,112,12/27/16
16235663,106117460,Entire home/apt,Centrum Oost,0,0,3,0,108,12/27/16
16077882,104762264,Entire home/apt,Oostelijk Havengebied / Indische Buurt,1,0,3,1,118,12/27/16
13852083,9995021,Entire home/apt,Centrum West,5,5,4,1,107,12/27/16
5882457,30546845,Entire home/apt,Oud Oost,54,5,2,1,109,12/27/16
6471162,33806044,Entire home/apt,Centrum Oost,19,5,2,0,118,12/27/16
13843756,81698546,Entire home/apt,Centrum Oost,11,5,2,1,107,12/27/16
12868124,10972860,Entire home/apt,Oud Oost,5,4.5,2,1,107,12/27/16
16073379,103093723,Entire home/apt,Centrum West,1,0,2,0,117,12/27/16
7352638,9044080,Entire home/apt,Oud Oost,24,4.5,3,1,108,12/27/16
10816572,1464510,Entire home/apt,Centrum West,12,4.5,4,2,107,12/27/16
16057270,103093723,Entire home/apt,Centrum West,0,0,2,0,117,12/27/16
13352166,75698889,Entire home/apt,Ijburg / Eiland Zeeburg,15,4.5,4,1,118,12/27/16
1717899,9057143,Entire home/apt,De Pijp / Rivierenbuurt,149,4.5,4,2,113,12/27/16
1035528,5700200,Entire home/apt,Centrum Oost,6,5,2,2,118,12/27/16
1364081,7403349,Entire home/apt,Watergraafsmeer,36,4.5,3,1,105,12/27/16
14021178,83890192,Entire home/apt,Oud Oost,4,4.5,4,2,108,12/27/16
14394613,2836268,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,5,2,1,124,12/27/16
15311910,97537220,Entire home/apt,Centrum West,11,5,3,1,107,12/27/16
15743102,99006285,Entire home/apt,Oud Oost,1,0,3,2,108,12/27/16
